--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_012217.jpg | Status: incorrect | Esperado: QRE2D62 | Lido: QRE2O62
Arquivo: img_012219.jpg | Status: incorrect | Esperado: QRE8E39 | Lido: ORE8E39
Arquivo: img_012224.jpg | Status: incorrect | Esperado: MPZ2A30 | Lido: MPZ2430
Arquivo: img_012234.jpg | Status: incorrect | Esperado: MPZ2A30 | Lido: MPZ2430
Arquivo: img_012246.jpg | Status: incorrect | Esperado: PPA9A31 | Lido: PPA9431
Arquivo: img_012254.jpg | Status: incorrect | Esperado: GFL2A37 | Lido: GFL2437
Arquivo: img_012255.jpg | Status: ocr_failed | Esperado: QRF8G17 | Lido: 
Arquivo: img_012266.jpg | Status: incorrect | Esperado: MTY7D28 | Lido: HTY7028
Arquivo: img_012269.jpg | Status: incorrect | Esperado: MQZ0J93 | Lido: HQZ0J93
Arquivo: img_012273.jpg | Status: incorrect | Esperado: QRF3A85 | Lido: QRF3485
Arquivo: img_012272.jpg | Status: incorrect | Esperado: QRE5I24 | Lido: QRE5124
Arquivo: img_012277.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7O75
Arquivo: img_012279.jpg | Status: incorrect | Esperado: QRF6I07 | Lido: ORF6107
Arquivo: img_012282.jpg | Status: incorrect | Esperado: MRL9C91 | Lido: HRL9C91
Arquivo: img_012285.jpg | Status: ocr_failed | Esperado: QRF8F14 | Lido: 
Arquivo: img_012294.jpg | Status: incorrect | Esperado: ODR7G05 | Lido: ODR7605
Arquivo: img_012295.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012296.jpg | Status: incorrect | Esperado: FMO0J18 | Lido: FHO0J18
Arquivo: img_012302.jpg | Status: incorrect | Esperado: QRF6I67 | Lido: QRF6167
Arquivo: img_012304.jpg | Status: incorrect | Esperado: MPE6E54 | Lido: HPE6E54
Arquivo: img_012303.jpg | Status: incorrect | Esperado: QRF6I37 | Lido: ORF6137
Arquivo: img_012316.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_012317.jpg | Status: incorrect | Esperado: PPM0F57 | Lido: PPH0F57
Arquivo: img_012315.jpg | Status: incorrect | Esperado: PPO3I50 | Lido: PPO3150
Arquivo: img_012336.jpg | Status: incorrect | Esperado: QRG2I08 | Lido: ORG2I08
Arquivo: img_012337.jpg | Status: incorrect | Esperado: QRF6I07 | Lido: QRF6107
Arquivo: img_012342.jpg | Status: incorrect | Esperado: MPZ2A30 | Lido: MPZ2A50
Arquivo: img_012343.jpg | Status: ocr_failed | Esperado: JMX2H44 | Lido: 
Arquivo: img_012348.jpg | Status: ocr_failed | Esperado: QRE4E99 | Lido: 
Arquivo: img_012352.jpg | Status: incorrect | Esperado: QRH7B92 | Lido: ORH7892
Arquivo: img_012360.jpg | Status: incorrect | Esperado: PPT0B68 | Lido: PPT0868
Arquivo: img_012359.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: QRF8617
Arquivo: img_012365.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012371.jpg | Status: ocr_failed | Esperado: OVF7E15 | Lido: 
Arquivo: img_012377.jpg | Status: incorrect | Esperado: QRG2I08 | Lido: ORG2I08
Arquivo: img_012379.jpg | Status: incorrect | Esperado: ODL1A45 | Lido: COL1445
Arquivo: img_012385.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012391.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: QRF8617
Arquivo: img_012411.jpg | Status: detection_failed | Esperado: QRG6B53 | Lido: 
Arquivo: img_012405.jpg | Status: incorrect | Esperado: MPZ2A30 | Lido: NPZ2430
Arquivo: img_012410.jpg | Status: incorrect | Esperado: QRE6A34 | Lido: ORE6434
Arquivo: img_012409.jpg | Status: ocr_failed | Esperado: QRF3A88 | Lido: COMUNITARIA
Arquivo: img_012415.jpg | Status: incorrect | Esperado: QRF8A62 | Lido: ORE0R62
Arquivo: img_012427.jpg | Status: incorrect | Esperado: EAN2G57 | Lido: EAN2657
Arquivo: img_012432.jpg | Status: incorrect | Esperado: QRF8G09 | Lido: QRF8609
Arquivo: img_012434.jpg | Status: incorrect | Esperado: ODQ2G41 | Lido: ODQ2641
Arquivo: img_012445.jpg | Status: detection_failed | Esperado: QRF1C56 | Lido: 
Arquivo: img_012443.jpg | Status: incorrect | Esperado: QOA9B92 | Lido: QOA9892
Arquivo: img_012441.jpg | Status: incorrect | Esperado: QRG4F02 | Lido: ORG4F02
Arquivo: img_012448.jpg | Status: incorrect | Esperado: QRF7B75 | Lido: QRF7G75
Arquivo: img_012452.jpg | Status: incorrect | Esperado: QRF6I07 | Lido: ORF6107
Arquivo: img_012454.jpg | Status: ocr_failed | Esperado: QRG8C43 | Lido: COR68C43
Arquivo: img_012465.jpg | Status: incorrect | Esperado: OUW8F56 | Lido: QOW8F56
Arquivo: img_012467.jpg | Status: incorrect | Esperado: QRF9A53 | Lido: QRE9453
Arquivo: img_012468.jpg | Status: incorrect | Esperado: QRI0J27 | Lido: ORI0327
Arquivo: img_012471.jpg | Status: incorrect | Esperado: QRG7G02 | Lido: QRG7602
Arquivo: img_012473.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: QRF6336
Arquivo: img_012481.jpg | Status: ocr_failed | Esperado: FOU3I88 | Lido: 
Arquivo: img_012487.jpg | Status: ocr_failed | Esperado: FAG3B35 | Lido: 
Arquivo: img_012501.jpg | Status: incorrect | Esperado: MTU9A42 | Lido: MTU9442
Arquivo: img_012496.jpg | Status: incorrect | Esperado: PPZ0D40 | Lido: PPZ0040
Arquivo: img_012504.jpg | Status: incorrect | Esperado: ODD8J69 | Lido: ODD8369
Arquivo: img_012522.jpg | Status: incorrect | Esperado: NGU7C30 | Lido: NGO7030
Arquivo: img_012538.jpg | Status: incorrect | Esperado: QRF4I26 | Lido: QRF4126
Arquivo: img_012541.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012555.jpg | Status: incorrect | Esperado: PPL1H66 | Lido: PPL3H66
Arquivo: img_012550.jpg | Status: ocr_failed | Esperado: QRF9I02 | Lido: 
Arquivo: img_012554.jpg | Status: ocr_failed | Esperado: ODL0F34 | Lido: 
Arquivo: img_012562.jpg | Status: incorrect | Esperado: OCV8B01 | Lido: OCV8B03
Arquivo: img_012565.jpg | Status: incorrect | Esperado: QRF7B72 | Lido: QRF7872
Arquivo: img_012556.jpg | Status: ocr_failed | Esperado: QRF3A89 | Lido: 
Arquivo: img_012579.jpg | Status: detection_failed | Esperado: MTS5E15 | Lido: 
Arquivo: img_012572.jpg | Status: incorrect | Esperado: PXY4B54 | Lido: PXY4854
Arquivo: img_012575.jpg | Status: incorrect | Esperado: QRE1I41 | Lido: QRE1I43
Arquivo: img_012577.jpg | Status: incorrect | Esperado: QRH7C82 | Lido: ORH7C82
Arquivo: img_012580.jpg | Status: incorrect | Esperado: MSW8D93 | Lido: MSH8O93
Arquivo: img_012581.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_012586.jpg | Status: incorrect | Esperado: OYI1D92 | Lido: OVI1O92
Arquivo: img_012593.jpg | Status: incorrect | Esperado: QRH7D08 | Lido: QRH7008
Arquivo: img_012599.jpg | Status: incorrect | Esperado: MSD8F29 | Lido: HSD8F29
Arquivo: img_012612.jpg | Status: incorrect | Esperado: KXW1B41 | Lido: KXW1841
Arquivo: img_012614.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: ORF8G17
Arquivo: img_012616.jpg | Status: incorrect | Esperado: OCY5B52 | Lido: OCY5852
Arquivo: img_012619.jpg | Status: detection_failed | Esperado: ODR9E40 | Lido: 
Arquivo: img_012626.jpg | Status: detection_failed | Esperado: QRE4F45 | Lido: 
Arquivo: img_012618.jpg | Status: ocr_failed | Esperado: PPQ7E40 | Lido: 
Arquivo: img_012624.jpg | Status: incorrect | Esperado: MQA3D68 | Lido: HOA3O68
Arquivo: img_012622.jpg | Status: incorrect | Esperado: QRH5D99 | Lido: QRH5O99
Arquivo: img_012621.jpg | Status: incorrect | Esperado: QRE9D49 | Lido: QRE9O49
Arquivo: img_012620.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: QRF6336
Arquivo: img_012635.jpg | Status: incorrect | Esperado: PPK8I04 | Lido: PPK8104
Arquivo: img_012637.jpg | Status: incorrect | Esperado: QRG4F03 | Lido: OBG4303
Arquivo: img_012649.jpg | Status: detection_failed | Esperado: QRF8G65 | Lido: 
Arquivo: img_012645.jpg | Status: incorrect | Esperado: QRF8F09 | Lido: ORF8F09
Arquivo: img_012651.jpg | Status: incorrect | Esperado: MTV7B69 | Lido: MTV7869
Arquivo: img_012655.jpg | Status: incorrect | Esperado: MSQ5B98 | Lido: MSO5B98
Arquivo: img_012661.jpg | Status: detection_failed | Esperado: QRF8G06 | Lido: 
Arquivo: img_012663.jpg | Status: detection_failed | Esperado: QRF4I26 | Lido: 
Arquivo: img_012657.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012656.jpg | Status: ocr_failed | Esperado: QRH8I72 | Lido: 
Arquivo: img_012667.jpg | Status: ocr_failed | Esperado: QRG2H02 | Lido: 
Arquivo: img_012669.jpg | Status: incorrect | Esperado: QRG2H80 | Lido: QRG2H60
Arquivo: img_012668.jpg | Status: incorrect | Esperado: QRF6J33 | Lido: QRF6333
Arquivo: img_012672.jpg | Status: ocr_failed | Esperado: QRJ3E15 | Lido: QR33835
Arquivo: img_012676.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: ORF8G17
Arquivo: img_012675.jpg | Status: ocr_failed | Esperado: QRE7C42 | Lido: ORE7CL2
Arquivo: img_012685.jpg | Status: detection_failed | Esperado: QRE6A34 | Lido: 
Arquivo: img_012686.jpg | Status: ocr_failed | Esperado: KWB6E76 | Lido: 
Arquivo: img_012684.jpg | Status: ocr_failed | Esperado: QRE4D82 | Lido: 
Arquivo: img_012688.jpg | Status: ocr_failed | Esperado: QRG2H80 | Lido: 
Arquivo: img_012689.jpg | Status: incorrect | Esperado: QRG2H80 | Lido: ORG2I60
Arquivo: img_012692.jpg | Status: incorrect | Esperado: QRF6I07 | Lido: ORF6I07
Arquivo: img_012697.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_012702.jpg | Status: incorrect | Esperado: LUN5B82 | Lido: LUN5882
Arquivo: img_012714.jpg | Status: incorrect | Esperado: MQH4F44 | Lido: MOH4F44
Arquivo: img_012707.jpg | Status: incorrect | Esperado: MTE0I91 | Lido: MTE6I91
Arquivo: img_012712.jpg | Status: incorrect | Esperado: QNK9F41 | Lido: ONK9F43
Arquivo: img_012715.jpg | Status: ocr_failed | Esperado: QRF5A40 | Lido: QRF5A4U
Arquivo: img_012724.jpg | Status: detection_failed | Esperado: QRH1H27 | Lido: 
Arquivo: img_012722.jpg | Status: incorrect | Esperado: ODR1G41 | Lido: OOR1G43
Arquivo: img_012719.jpg | Status: incorrect | Esperado: ODT7C89 | Lido: OOI7O89
Arquivo: img_012728.jpg | Status: incorrect | Esperado: QRH1H27 | Lido: QRH3H27
Arquivo: img_012720.jpg | Status: ocr_failed | Esperado: QRG2H80 | Lido: 1379401
Arquivo: img_012729.jpg | Status: incorrect | Esperado: ODF4A12 | Lido: OOF4A12
Arquivo: img_012723.jpg | Status: ocr_failed | Esperado: QRJ5B67 | Lido: AMWAJUAMA
Arquivo: img_012739.jpg | Status: detection_failed | Esperado: QRE0A88 | Lido: 
Arquivo: img_012742.jpg | Status: ocr_failed | Esperado: QRG2H19 | Lido: 
Arquivo: img_012738.jpg | Status: incorrect | Esperado: QRE1I38 | Lido: QRE1138
Arquivo: img_012735.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_012744.jpg | Status: incorrect | Esperado: QRE6I48 | Lido: QRE6148
Arquivo: img_012754.jpg | Status: incorrect | Esperado: MTD9E10 | Lido: HTD9E10
Arquivo: img_012757.jpg | Status: incorrect | Esperado: QRF8F09 | Lido: ORF8F09
Arquivo: img_012761.jpg | Status: incorrect | Esperado: QRF7G69 | Lido: ORF7G69
Arquivo: img_012762.jpg | Status: incorrect | Esperado: PPA5J84 | Lido: PPA5384
Arquivo: img_012766.jpg | Status: incorrect | Esperado: QBC2I39 | Lido: QBC2139
Arquivo: img_012765.jpg | Status: ocr_failed | Esperado: QRJ7A99 | Lido: 
Arquivo: img_012768.jpg | Status: ocr_failed | Esperado: QNJ6B22 | Lido: 
Arquivo: img_012771.jpg | Status: incorrect | Esperado: PPD4D87 | Lido: PPD4O87
Arquivo: img_012776.jpg | Status: incorrect | Esperado: ODQ9D63 | Lido: OOO9O63
Arquivo: img_012786.jpg | Status: incorrect | Esperado: KQR2E94 | Lido: KOR2E94
Arquivo: img_012789.jpg | Status: incorrect | Esperado: MTT5B72 | Lido: HIT5872
Arquivo: img_012793.jpg | Status: incorrect | Esperado: QRE1I43 | Lido: QRE1143
Arquivo: img_012795.jpg | Status: ocr_failed | Esperado: QRG2H80 | Lido: DRGZHSU
Arquivo: img_012802.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: ORE4E6
Arquivo: img_012799.jpg | Status: incorrect | Esperado: PPW0D95 | Lido: PPH0O95
Arquivo: img_012804.jpg | Status: incorrect | Esperado: ODS3B73 | Lido: OOS3B73
Arquivo: img_012806.jpg | Status: incorrect | Esperado: QRF6I37 | Lido: QRF6137
Arquivo: img_012805.jpg | Status: incorrect | Esperado: QRE1I41 | Lido: QRE1141
Arquivo: img_012819.jpg | Status: detection_failed | Esperado: MSM1I02 | Lido: 
Arquivo: img_012810.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7O75
Arquivo: img_012812.jpg | Status: ocr_failed | Esperado: ODQ9D63 | Lido: Q9063
Arquivo: img_012815.jpg | Status: ocr_failed | Esperado: QRJ5B58 | Lido: AIMUAIUAMA
Arquivo: img_012825.jpg | Status: incorrect | Esperado: ODQ9D63 | Lido: OOO9O63
Arquivo: img_012827.jpg | Status: incorrect | Esperado: LSS9J31 | Lido: LSS9331
Arquivo: img_012829.jpg | Status: ocr_failed | Esperado: ODQ9D63 | Lido: Q9063
Arquivo: img_012844.jpg | Status: detection_failed | Esperado: QRE0E61 | Lido: 
Arquivo: img_012840.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3035
Arquivo: img_012839.jpg | Status: incorrect | Esperado: QRF8G09 | Lido: QRF8609
Arquivo: img_012848.jpg | Status: incorrect | Esperado: FHN8A58 | Lido: FHN8458
Arquivo: img_012846.jpg | Status: incorrect | Esperado: OWK3G07 | Lido: OUK3G07
Arquivo: img_012851.jpg | Status: incorrect | Esperado: ODQ9D63 | Lido: ODQ9O63
Arquivo: img_012849.jpg | Status: ocr_failed | Esperado: QRE4I08 | Lido: TAXIVITORIA
Arquivo: img_012860.jpg | Status: incorrect | Esperado: OYI4D94 | Lido: OYI4O94
Arquivo: img_012867.jpg | Status: incorrect | Esperado: QRG2H19 | Lido: QRG2H39
Arquivo: img_012869.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_012871.jpg | Status: ocr_failed | Esperado: QRI0E80 | Lido: 
Arquivo: img_012877.jpg | Status: incorrect | Esperado: ODN1B72 | Lido: ODN1872
Arquivo: img_012884.jpg | Status: incorrect | Esperado: AWS4D70 | Lido: AHS4O70
Arquivo: img_012888.jpg | Status: incorrect | Esperado: PPU5G90 | Lido: PPU5690
Arquivo: img_012889.jpg | Status: incorrect | Esperado: QRI7I61 | Lido: ORI7I61
Arquivo: img_012893.jpg | Status: incorrect | Esperado: QRH1H27 | Lido: ORH1H27
Arquivo: img_012915.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: ORF8G17
Arquivo: img_012910.jpg | Status: ocr_failed | Esperado: QRJ5B49 | Lido: AMCAJUAMA
Arquivo: img_012922.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: DRF8G37
Arquivo: img_012934.jpg | Status: ocr_failed | Esperado: MSC2C74 | Lido: 
Arquivo: img_012939.jpg | Status: incorrect | Esperado: JPO4I60 | Lido: JPO4160
Arquivo: img_012941.jpg | Status: incorrect | Esperado: LTS8J63 | Lido: LTS8363
Arquivo: img_012940.jpg | Status: ocr_failed | Esperado: QRF4B71 | Lido: COMUNITARIO
Arquivo: img_012947.jpg | Status: incorrect | Esperado: QRJ6J83 | Lido: QRJ6T83
Arquivo: img_012963.jpg | Status: incorrect | Esperado: MTX4J18 | Lido: HTX4158
Arquivo: img_012961.jpg | Status: incorrect | Esperado: KNX6G54 | Lido: KNX6654
Arquivo: img_012970.jpg | Status: detection_failed | Esperado: NYF0H73 | Lido: 
Arquivo: img_012965.jpg | Status: incorrect | Esperado: MSY6G18 | Lido: MSY6610
Arquivo: img_012969.jpg | Status: incorrect | Esperado: QRG7G73 | Lido: QRG7673
Arquivo: img_012975.jpg | Status: incorrect | Esperado: HGA9A49 | Lido: HGA9449
Arquivo: img_012977.jpg | Status: incorrect | Esperado: PPU9D37 | Lido: PPU9037
Arquivo: img_012980.jpg | Status: incorrect | Esperado: QRK1B57 | Lido: QRK1857
Arquivo: img_012983.jpg | Status: incorrect | Esperado: OLD2J80 | Lido: OLD2380
Arquivo: img_012982.jpg | Status: incorrect | Esperado: QRE8I54 | Lido: QRE8154
Arquivo: img_012981.jpg | Status: incorrect | Esperado: PXE9A29 | Lido: PXE9429
Arquivo: img_012986.jpg | Status: incorrect | Esperado: OLD2J80 | Lido: OLD2380
Arquivo: img_012988.jpg | Status: incorrect | Esperado: ORA9G08 | Lido: ORA9608
Arquivo: img_012989.jpg | Status: incorrect | Esperado: ODA0I25 | Lido: ODA0125
Arquivo: img_012991.jpg | Status: incorrect | Esperado: MTT9C23 | Lido: NTT9C23
Arquivo: img_012992.jpg | Status: incorrect | Esperado: OCW2A98 | Lido: OCG2498
Arquivo: img_012993.jpg | Status: incorrect | Esperado: KPL6B20 | Lido: KPL6820
Arquivo: img_012996.jpg | Status: incorrect | Esperado: PPG9J05 | Lido: PPG9305
Arquivo: img_013008.jpg | Status: incorrect | Esperado: LRH3H00 | Lido: LRH3H60
Arquivo: img_013022.jpg | Status: incorrect | Esperado: MTE4E11 | Lido: MTE4E13
Arquivo: img_013038.jpg | Status: incorrect | Esperado: PWD4D84 | Lido: PWD4084
Arquivo: img_013048.jpg | Status: incorrect | Esperado: OVL1D36 | Lido: OVL1036
Arquivo: img_013053.jpg | Status: incorrect | Esperado: LMS9H90 | Lido: LHS9H90
Arquivo: img_013064.jpg | Status: incorrect | Esperado: MSL3A09 | Lido: HSL3A09
Arquivo: img_013065.jpg | Status: incorrect | Esperado: PPO1B32 | Lido: PPO1832
Arquivo: img_013073.jpg | Status: incorrect | Esperado: QRE9D62 | Lido: QRE9O62
Arquivo: img_013080.jpg | Status: incorrect | Esperado: LQI1H40 | Lido: LQI3H40
Arquivo: img_013084.jpg | Status: incorrect | Esperado: PPL0D47 | Lido: PPL0O47
Arquivo: img_013091.jpg | Status: incorrect | Esperado: PPL1J28 | Lido: PPL1I28
Arquivo: img_013093.jpg | Status: incorrect | Esperado: MTI2J43 | Lido: MII2J43
Arquivo: img_013102.jpg | Status: incorrect | Esperado: QRJ3J18 | Lido: QRJ5J18
Arquivo: img_013100.jpg | Status: incorrect | Esperado: QRI2D78 | Lido: QRI2O78
Arquivo: img_013117.jpg | Status: incorrect | Esperado: ODG0F02 | Lido: OOG0F02
Arquivo: img_013124.jpg | Status: incorrect | Esperado: ODO0E50 | Lido: ODO6E50
Arquivo: img_013128.jpg | Status: incorrect | Esperado: ODF9D78 | Lido: ODF9O78
Arquivo: img_013129.jpg | Status: ocr_failed | Esperado: PPP4B85 | Lido: 
Arquivo: img_013133.jpg | Status: incorrect | Esperado: MTC2J33 | Lido: HTC2J33
Arquivo: img_013137.jpg | Status: incorrect | Esperado: MSY0G90 | Lido: MSY0690
Arquivo: img_013146.jpg | Status: incorrect | Esperado: OCW3F50 | Lido: OCH3F50
Arquivo: img_013160.jpg | Status: detection_failed | Esperado: OYH9F54 | Lido: 
Arquivo: img_013150.jpg | Status: incorrect | Esperado: MTX8B86 | Lido: MTX8886
Arquivo: img_013157.jpg | Status: ocr_failed | Esperado: ODM0J99 | Lido: BEODMOJ99
Arquivo: img_013164.jpg | Status: incorrect | Esperado: PPP5C94 | Lido: PPP5O94
Arquivo: img_013168.jpg | Status: incorrect | Esperado: ODI2D62 | Lido: ODI2O62
Arquivo: img_013171.jpg | Status: incorrect | Esperado: OCW3D90 | Lido: OCW3O90
Arquivo: img_013172.jpg | Status: incorrect | Esperado: EYW2E59 | Lido: EYH2E50
Arquivo: img_013182.jpg | Status: incorrect | Esperado: OVJ9B59 | Lido: OVJ9859
Arquivo: img_013197.jpg | Status: incorrect | Esperado: MSQ4B36 | Lido: MSO4B36
Arquivo: img_013205.jpg | Status: incorrect | Esperado: PPL8J09 | Lido: PPL8309
Arquivo: img_013208.jpg | Status: ocr_failed | Esperado: OYH7H15 | Lido: 
Arquivo: img_013211.jpg | Status: incorrect | Esperado: KVA2F48 | Lido: KVA2G48
Arquivo: img_013213.jpg | Status: incorrect | Esperado: ODE5D13 | Lido: ODE5O13
Arquivo: img_013219.jpg | Status: incorrect | Esperado: KNW6E36 | Lido: KNH6E36
Arquivo: img_013222.jpg | Status: incorrect | Esperado: JLX7D24 | Lido: JLX7O24
Arquivo: img_013224.jpg | Status: incorrect | Esperado: MPJ0D59 | Lido: MPJ0O59
Arquivo: img_013223.jpg | Status: ocr_failed | Esperado: PLS9B64 | Lido: 
Arquivo: img_013230.jpg | Status: incorrect | Esperado: QRE1A45 | Lido: QRE1445
Arquivo: img_013231.jpg | Status: incorrect | Esperado: MTW3H47 | Lido: MTH3H47
Arquivo: img_013232.jpg | Status: incorrect | Esperado: MTQ0I72 | Lido: MTO0I72
Arquivo: img_013234.jpg | Status: incorrect | Esperado: ODI7C93 | Lido: OOI7C93
Arquivo: img_013233.jpg | Status: incorrect | Esperado: QRF6H62 | Lido: ORF6H62
Arquivo: img_013238.jpg | Status: incorrect | Esperado: FDF0J44 | Lido: FOF0344
Arquivo: img_013242.jpg | Status: incorrect | Esperado: MQZ1E86 | Lido: MOZ1E86
Arquivo: img_013237.jpg | Status: incorrect | Esperado: OPA3D29 | Lido: OPA3O29
Arquivo: img_013254.jpg | Status: detection_failed | Esperado: OCZ9A66 | Lido: 
Arquivo: img_013255.jpg | Status: detection_failed | Esperado: MQY1F17 | Lido: 
Arquivo: img_013247.jpg | Status: incorrect | Esperado: PAZ6G97 | Lido: PAZ6697
Arquivo: img_013259.jpg | Status: detection_failed | Esperado: LQA5D52 | Lido: 
Arquivo: img_013251.jpg | Status: ocr_failed | Esperado: LSS9J31 | Lido: 1389331
Arquivo: img_013250.jpg | Status: incorrect | Esperado: ODF0C19 | Lido: ONF0C19
Arquivo: img_013256.jpg | Status: incorrect | Esperado: ORY5A53 | Lido: ORY5453
Arquivo: img_013258.jpg | Status: incorrect | Esperado: OXA4A92 | Lido: OXA4492
Arquivo: img_013268.jpg | Status: detection_failed | Esperado: JES3G98 | Lido: 
Arquivo: img_013272.jpg | Status: detection_failed | Esperado: MTZ7H33 | Lido: 
Arquivo: img_013261.jpg | Status: incorrect | Esperado: OVI7J00 | Lido: OVI7300
Arquivo: img_013275.jpg | Status: detection_failed | Esperado: ODL5F27 | Lido: 
Arquivo: img_013266.jpg | Status: incorrect | Esperado: FGQ8A31 | Lido: FGQ8431
Arquivo: img_013276.jpg | Status: detection_failed | Esperado: MTS2J08 | Lido: 
Arquivo: img_013264.jpg | Status: ocr_failed | Esperado: OYK7E74 | Lido: YK7E74
Arquivo: img_013265.jpg | Status: incorrect | Esperado: PPF2A27 | Lido: PPF2427
Arquivo: img_013269.jpg | Status: incorrect | Esperado: PPM2A37 | Lido: PPK2432
Arquivo: img_013271.jpg | Status: incorrect | Esperado: PPT8G88 | Lido: PPT8688
Arquivo: img_013270.jpg | Status: incorrect | Esperado: QNJ5B81 | Lido: ONJ5B81
Arquivo: img_013287.jpg | Status: detection_failed | Esperado: QRE7C42 | Lido: 
Arquivo: img_013277.jpg | Status: incorrect | Esperado: ODS9B30 | Lido: OOS9830
Arquivo: img_013282.jpg | Status: incorrect | Esperado: QRG4E18 | Lido: ORG4E18
Arquivo: img_013284.jpg | Status: ocr_failed | Esperado: PPE9E15 | Lido: 
Arquivo: img_013288.jpg | Status: incorrect | Esperado: MQA3D68 | Lido: HQA3D68
Arquivo: img_013296.jpg | Status: incorrect | Esperado: PLT9A36 | Lido: PLT2436
Arquivo: img_013292.jpg | Status: incorrect | Esperado: MTE0I96 | Lido: MTE6I96
Arquivo: img_013298.jpg | Status: incorrect | Esperado: PPM1F97 | Lido: PPH1F97
Arquivo: img_013299.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: ORF8G17
Arquivo: img_013304.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_013308.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: QRF8617
Arquivo: img_013314.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: 
Arquivo: img_013315.jpg | Status: ocr_failed | Esperado: QRF7B72 | Lido: QRE787
Arquivo: img_013318.jpg | Status: incorrect | Esperado: QRK1B36 | Lido: QRK1836
Arquivo: img_013321.jpg | Status: ocr_failed | Esperado: QRH1D98 | Lido: ORRJOOO
Arquivo: img_013313.jpg | Status: incorrect | Esperado: QRJ5B62 | Lido: ORJ5862
Arquivo: img_013319.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_013323.jpg | Status: ocr_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_013332.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: QRF8617
Arquivo: img_013331.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: QRF8617
Arquivo: img_013344.jpg | Status: detection_failed | Esperado: QRJ9H79 | Lido: 
Arquivo: img_013348.jpg | Status: incorrect | Esperado: QRE1I40 | Lido: QRE1140
Arquivo: img_013352.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: QRE4E
Arquivo: img_013355.jpg | Status: incorrect | Esperado: ODO5I11 | Lido: OOO5111
Arquivo: img_013358.jpg | Status: incorrect | Esperado: QRI1A35 | Lido: QRI1435
Arquivo: img_013354.jpg | Status: incorrect | Esperado: ODQ6G13 | Lido: ODQ6613
Arquivo: img_013356.jpg | Status: incorrect | Esperado: QRG8D34 | Lido: QRG8034
Arquivo: img_013373.jpg | Status: detection_failed | Esperado: QRK0D40 | Lido: 
Arquivo: img_013372.jpg | Status: incorrect | Esperado: QRH8F19 | Lido: QRH5F19
Arquivo: img_013374.jpg | Status: incorrect | Esperado: QRK0D40 | Lido: QRK0040
Arquivo: img_013375.jpg | Status: incorrect | Esperado: PPC4B61 | Lido: PPC4861
Arquivo: img_013379.jpg | Status: ocr_failed | Esperado: QRG2H80 | Lido: 
Arquivo: img_013388.jpg | Status: incorrect | Esperado: QRE7D72 | Lido: QRE7O72
Arquivo: img_013390.jpg | Status: incorrect | Esperado: QRG1I51 | Lido: QRG1151
Arquivo: img_013393.jpg | Status: ocr_failed | Esperado: ODT7C69 | Lido: 
Arquivo: img_013406.jpg | Status: incorrect | Esperado: QRE7D29 | Lido: QRE7029
Arquivo: img_013405.jpg | Status: incorrect | Esperado: PPT5C80 | Lido: PPT5C30
Arquivo: img_013407.jpg | Status: incorrect | Esperado: DHX8I38 | Lido: DHX8138
